County,Route,Special Case,County Sequence,Beginning Log Mile,Ending Log Mile,Log Mile Length,Year of Traffic,Annual Average Daily Traffic,Vehicle Miles Traveled,Design Hourly Volume Percent,Directional Distribution,Vehicle - Passenger Pickups,Vehicle - Single Unit Trucks,Vehicle - Multiple Unit Trucks,ID Number,Station Number,TN-TIMES ID,% Peak Single Unit,% Peak Multi Unit,OBJECTID,Shape__Length
Shelby,02247,0,1,0.77,2.27,1.5,2023,7717,11575.5,9,57,91,4,5,7902247001,956,79000956,6.297,4.782,278,7914.99592516432
Shelby,05255,0,1,0,1.47,1.47,2023,1977,2906.19,10,65,97,2,1,7905255001,709,79000709,2.982,1.205,279,7798.37898108802
Shelby,05254,0,1,0,1.23,1.23,2023,1029,1265.67,10,65,98,1,1,7905254001,684,79000684,2.982,1.205,280,6519.73243834566
Shelby,I0269,0,2,0,2.16,2.16,2023,22521,48645.36,11,64,84,4,12,79I0269002,1051,79001051,3.927,6.195,281,11375.739678446
Williamson,SR100,0,1,0,3.619,3.619,2023,8831,31959.389,9,65,93,3,4,94SR100001,187,94000187,3.263,4.887,282,19102.8727438982
Williamson,SR100,0,1,3.619,6.63,3.011,2023,12342,37161.762,10,50,88,5,7,94SR100001,98,94000098,6.706,3.99,283,15915.9853621519
Putnam,SR024,0,1,20.99,22.87,1.88,2023,8147,15316.36,9,65,90,3,7,71SR024001,109,71000109,3.176,7.937,284,9915.38349798396
Putnam,SR024,0,1,22.87,25.1,2.23,2023,3175,7080.25,10,65,98,1,1,71SR024001,62,71000062,3.108,2.331,285,11746.7092238634
Bradley,04616,0,1,0,1.66,1.66,2023,4248,7051.68,10,65,98,1,1,0604616001,175,06000175,1.421,0,286,8754.23283675683
Jefferson,01298,0,1,0,4.5,4.5,2023,1986,8937,9,65,96,3,1,4501298001,92,45000092,2.624,1.065,287,23782.0587909278
Jefferson,01300,0,1,0,1.696,1.696,2023,916,1553.536,12,65,96,3,1,4501300001,38,45000038,2.624,1.065,288,8934.33242442697
Jefferson,01307,0,1,0,1.54,1.54,2023,539,830.06,10,65,97,2,1,4501307001,121,45000121,2.624,1.065,289,8044.31524618848
Jefferson,01405,0,1,0,1.03,1.03,2023,3639,3748.17,10,65,97,2,1,4501405001,132,45000132,2.624,1.065,290,5418.23593972132
Putnam,SR024,0,1,25.1,35.92,10.82,2023,1666,18026.12,11,76,96,2,2,71SR024001,89,71000089,0,0,291,57206.3087660062
Jefferson,01405,0,1,1.03,4.09,3.06,2023,1832,5605.92,9,51,96,3,1,4501405001,77,45000077,1.667,1.111,292,16155.0636785887
Jefferson,01430,0,1,0,1.07,1.07,2023,1038,1110.66,10,65,97,2,1,4501430001,159,45000159,2.624,1.065,293,5641.27613486293
Putnam,SR024,0,1,36.91,40.3,3.39,2023,3713,12587.07,9,65,97,2,1,71SR024001,39,71000039,3.857,2.871,294,17936.3282724881
Jefferson,02449,0,1,0,1.58,1.58,2023,446,704.68,9,65,97,2,1,4502449001,58,45000058,2.624,1.065,295,8385.63639704194
Jefferson,02455,0,1,0,5.32,5.32,2023,192,1021.44,12,65,97,2,1,4502455001,120,45000120,2.624,1.065,296,28191.0518567404
Polk,SR033,0,1,0.42,4.59,4.17,2023,3581,14932.77,8,65,91,3,6,70SR033001,51,70000051,3.559,8.541,297,22002.1083548208
Madison,01367,0,1,5.65,7.277,1.627,2023,5438,8847.626,12,65,98,1,1,5701367001,142,57000142,2.982,1.205,298,8556.1254928551
Madison,00879,0,1,0,2.37,2.37,2023,1602,3796.74,11,65,97,2,1,5700879001,132,57000132,2.624,1.065,299,12510.9662862405
Madison,00879,0,1,2.37,4.45,2.08,2023,8791,18285.28,9,65,97,2,1,5700879001,105,57000105,2.982,1.205,300,11005.1752561956
Jefferson,02494,0,1,1.03,2.71,1.68,2023,919,1543.92,11,65,96,3,1,4502494001,59,45000059,2.624,1.065,301,8954.21600854561
Jefferson,02498,0,1,0,1.236,1.236,2023,904,1117.344,10,65,96,3,1,4502498001,76,45000076,2.624,1.065,302,6543.28281103538
Jefferson,02498,0,1,1.236,3.02,1.784,2023,1889,3369.976,10,65,96,3,1,4502498001,63,45000063,2.624,1.065,303,9442.17568760208
Henry,SR218,0,1,5.645,8.875,3.23,2023,3733,12057.59,9,65,95,2,3,40SR218001,179,40000179,2.849,3.585,304,17046.0408216096
Henry,SR218,0,1,0,2.65,2.65,2023,1523,4035.95,9,65,95,2,3,40SR218001,182,40000182,2.849,3.585,305,13955.4847420053
Jefferson,01308,0,1,0,2.21,2.21,2023,2169,4793.49,12,65,97,2,1,4501308001,16,45000016,2.624,1.065,306,11653.533417904
Jefferson,01308,0,1,2.21,3.98,1.77,2023,1397,2472.69,12,65,96,3,1,4501308001,110,45000110,2.624,1.065,307,9357.01040250007
Jefferson,02502,0,1,0,3.62,3.62,2023,877,3174.74,9,65,96,3,1,4502502001,116,45000116,2.624,1.065,308,19150.5203980237
Jefferson,02508,0,1,0,3.2,3.2,2023,374,1196.8,12,65,96,3,1,4502508001,119,45000119,2.624,1.065,309,16925.706731692
Jefferson,02510,0,1,0,2.64,2.64,2023,303,799.92,11,65,96,3,1,4502510001,133,45000133,2.624,1.065,310,13924.45281772
Henry,SR218,0,1,8.875,10.755,1.88,2023,4742,8914.96,9,65,98,1,1,40SR218001,154,40000154,2.982,1.205,311,9925.21897517692
Knox,03784,0,1,0,2,2,2023,14443,28886,9,58,98,2,0,4703784001,431,47000431,1.636,0.078,312,10498.0197632057
Campbell,01278,0,1,0,2.65,2.65,2023,4388,11628.2,10,65,97,2,1,0701278001,30,07000030,1.756,0.783,313,14028.4498115866
Campbell,01278,0,1,2.65,4.61,1.96,2023,3633,7120.68,10,65,97,2,1,0701278001,28,07000028,1.756,0.783,314,10431.4290552591
Knox,04829,0,1,0,0.95,0.95,2023,16222,15410.9,11,65,98,1,1,4704829001,433,47000433,2.55,2.486,315,5065.01561648334
Knox,04830,0,1,0,1.59,1.59,2023,6227,9900.93,10,65,98,2,0,4704830001,438,47000438,1.756,0.783,316,8420.80856519102
Union,SR131,0,1,2.25,4.88,2.63,2023,2059,5415.17,10,64,97,2,1,87SR131001,14,87000014,1.896,0.474,317,13746.7983870359
Union,SR131,0,1,4.88,6.515,1.635,2023,2036,3328.86,9,65,96,3,1,87SR131001,13,87000013,3.016,0.864,318,8572.87260978903
Loudon,SR033,0,1,0,4.07,4.07,2023,15922,64802.54,9,52,91,3,6,53SR033001,44,53000044,2.958,6.277,319,21508.20134477
Union,SR131,0,1,6.515,7.85,1.335,2023,1539,2054.565,9,65,96,3,1,87SR131001,62 @,29000062,3.016,0.864,320,7079.05697574235
Hardin,SR421,0,1,0,3.43,3.43,2023,167,572.81,12,70,98,1,1,36SR421001,2,36000002,0,5.263,321,18012.2046933688
Roane,01224,0,1,0,1.7,1.7,2023,1494,2539.8,12,72,100,0,0,7301224001,20,73000020,0.578,0,322,9002.93722134993
Roane,01224,0,1,1.7,5.83,4.13,2023,1388,5732.44,10,50,99,1,0,7301224001,90,73000090,0,0,323,21799.1793822031
Monroe,SR033,0,1,0,1.848,1.848,2023,6398,11823.504,9,50,91,3,6,62SR033001,31 @,54000031,3.185,3.822,324,9773.31197421072
Wilson,04857,0,1,0,1.36,1.36,2023,6503,8844.08,10,65,97,2,1,9504857001,192,95000192,1.833,1.113,325,7167.03363065514
Wilson,04859,0,1,0,0.98,0.98,2023,2548,2497.04,11,65,97,2,1,9504859001,191,95000191,1.833,1.113,326,5162.33409432135
Wilson,05364,0,1,0,1.85,1.85,2023,7869,14557.65,10,65,96,2,2,9505364001,27,95000027,2.201,2.947,327,9766.02798647145
Fayette,06051,0,1,0,2.304,2.304,2023,1402,3230.208,10,65,98,1,1,2406051001,111,24000111,2.982,1.205,328,12170.5832594113
Hamilton,05777,0,1,0,7.664,7.664,2023,106,812.384,16,65,97,2,1,3305777001,642,33000642,11.765,0,329,40437.4553287247
Hawkins,06047,0,1,0,1.275,1.275,2023,1066,1359.15,11,65,98,2,0,3706047001,134,37000134,1.756,0.783,330,6731.25465155383
Hamilton,03602,0,1,0,0.85,0.85,2023,5282,4489.7,9,65,98,1,1,3303602001,230,33000230,3.108,2.331,331,4442.99118843307
Wilson,05407,0,1,0,1.77,1.77,2023,6981,12356.37,9,65,97,2,1,9505407001,26,95000026,1.833,1.113,332,9288.18501787541
Montgomery,01865,0,1,0,3.09,3.09,2023,1649,5095.41,9,65,97,2,1,6301865001,129,63000129,2.624,1.065,333,16301.7353556825
Monroe,05295,0,1,0,0.79,0.79,2023,579,457.41,11,65,97,2,1,6205295001,138,62000138,0,0,334,4172.1668089918
Knox,01256,0,1,0.74,1.9,1.16,2023,7599,8814.84,9,60,95,4,1,4701256001,457,47000457,5.638,1.187,335,6126.41011575615
Trousdale,SR376,0,1,0,1.58,1.58,2023,5600,8848,10,65,88,3,9,85SR376001,24,85000024,2.595,5.33,336,8325.76640307789
Trousdale,SR376,0,1,1.58,4.47,2.89,2023,4032,11652.48,8,62,80,2,18,85SR376001,41 @,83000041,1.231,10.462,337,15234.2590610372
Knox,01256,0,1,1.9,2.84,0.94,2023,10589,9953.66,10,65,95,3,2,4701256001,71,47000071,2.766,1.773,338,4924.51318013895
Knox,01256,0,1,2.84,5.85,3.01,2023,7673,23095.73,9,60,95,4,1,4701256001,72,47000072,3.698,1.138,339,15836.9362576119
Knox,01256,0,1,5.85,7.39,1.54,2023,8005,12327.7,10,65,97,2,1,4701256001,43,47000043,2.766,1.773,340,8124.16100259067
Knox,01256,0,1,7.39,10.07,2.68,2023,7327,19636.36,10,65,96,3,1,4701256001,45,47000045,2.766,1.773,341,14177.1511060419
Knox,01256,0,1,10.07,11.38,1.31,2023,2482,3251.42,10,65,96,3,1,4701256001,29,47000029,3.016,0.864,342,6868.29656298348
Fayette,01454,0,1,2.6,6.98,4.38,2023,520,2277.6,12,65,96,3,1,2401454001,68,24000068,2.624,1.065,343,23179.8216164666
Madison,01649,0,1,0,2.62,2.62,2023,197,516.14,9,65,96,3,1,5701649001,147,57000147,2.624,1.065,344,13820.3071078772
Madison,01651,0,1,0,3.85,3.85,2023,121,465.85,15,65,97,2,1,5701651001,149,57000149,2.624,1.065,345,20312.5703560219
Wayne,01778,0,1,0,2.69,2.69,2023,160,430.4,12,65,96,3,1,9101778001,88,91000088,2.624,1.065,346,14210.1131731011
Wayne,01767,0,1,12.341,18.32,5.979,2023,964,5763.756,10,65,96,3,1,9101767001,27,91000027,2.624,1.065,347,31740.0840404365
Montgomery,01876,0,1,0,1.57,1.57,2023,816,1281.12,10,65,96,3,1,6301876001,66,63000066,2.624,1.065,348,8312.93656579552
Montgomery,01878,0,2,0.09,2.97,2.88,2023,1149,3309.12,9,65,97,2,1,6301878002,57,63000057,2.624,1.065,349,15241.0542663777
Montgomery,01888,0,1,0,4.188,4.188,2023,1047,4384.836,9,65,97,2,1,6301888001,53,63000053,0,0,350,22150.7429933476
Montgomery,01888,0,1,4.188,6.13,1.942,2023,760,1475.92,10,65,96,3,1,6301888001,60,63000060,2.624,1.065,351,10399.737254343
Montgomery,01888,0,1,6.13,10.19,4.06,2023,1075,4364.5,11,65,96,3,1,6301888001,118,63000118,2.624,1.065,352,21392.2598279214
Fayette,05572,0,1,0,2.33,2.33,2023,944,2199.52,11,65,95,2,3,2405572001,103,24000103,2.849,3.585,353,12280.1126223584
Monroe,01206,0,1,0.54,4.62,4.08,2023,2234,9114.72,9,64,98,2,0,6201206001,8,62000008,1.005,0,354,21471.572819998
Monroe,01206,0,1,4.62,8.8,4.18,2023,1801,7528.18,10,65,97,2,1,6201206001,37,62000037,0.93,0,355,22068.160754231
McMinn,0A541,0,1,0,7.6,7.6,2023,593,4506.8,13,65,96,3,1,540A541001,24,54000024,0,0,356,40049.033978398
Fayette,01454,0,1,0,2.6,2.6,2023,1168,3036.8,10,65,97,2,1,2401454001,70,24000070,2.624,1.065,357,13660.256674101
McMinn,0A531,0,1,0.8,3.66,2.86,2023,593,1695.98,13,65,96,3,1,540A531001,24,54000024,0,0,358,14997.0207817417
Madison,00873,0,1,0,2.43,2.43,2023,266,646.38,11,65,96,3,1,5700873001,55,57000055,2.624,1.065,359,12787.1156596066
Shelby,02839,0,1,3.29,5.57,2.28,2023,771,1757.88,9,65,97,2,1,7902839001,811,79000811,2.982,1.205,360,12033.0250191147
Shelby,02840,0,1,0,1.79,1.79,2023,15901,28462.79,9,61,95,3,2,7902840001,374,79000374,3.695,2.213,361,9507.36779786427
Knox,02405,0,1,1.928,4.78,2.852,2023,964,2749.328,10,65,97,2,1,4702405001,338,47000338,1.756,0.783,362,15012.1208531484
Monroe,SR033,0,1,1.848,5.52,3.672,2023,7495,27521.64,10,54,91,3,6,62SR033001,86,62000086,2.834,3.104,363,19378.8086354235
Monroe,SR033,0,1,6.1,7.01,0.91,2023,18437,16777.67,10,63,95,3,2,62SR033001,81,62000081,1.361,1.918,364,4858.59748306305
Monroe,SR033,0,1,8.772,12.93,4.158,2023,17018,70760.844,9,66,91,3,6,62SR033001,109,62000109,2.135,0.949,365,21891.9030920009
Monroe,SR033,0,1,12.93,18.11,5.18,2023,15799,81838.82,10,53,97,1,2,62SR033001,16 A,16,3.398,5.882,366,27284.9464693474
Blount,04177,0,1,0.39,2.18,1.79,2023,4950,8860.5,9,65,97,2,1,0504177001,121,05000121,2.55,2.486,367,9421.93759952892
Shelby,02871,0,1,1.8,3.87,2.07,2023,16724,34618.68,9,52,95,3,2,7902871001,581,79000581,3.695,2.213,368,10998.3874662327
Shelby,02871,0,1,3.87,5.05,1.18,2023,19561,23081.98,9,58,95,3,2,7902871001,968,79000968,3.695,2.213,369,6215.73867084291
Madison,00873,0,1,2.43,9.29,6.86,2023,535,3670.1,12,65,97,2,1,5700873001,136,57000136,2.624,1.065,370,36223.6080993153
Madison,00873,0,1,9.29,14.49,5.2,2023,1107,5756.4,11,64,100,0,0,5700873001,14 A,14,0,0,371,27418.716429784
Haywood,I0040,0,1,0,4.36,4.36,2023,38986,169978.96,8,50,59,5,36,38I0040001,63,38000063,4.242,27.051,372,23065.753864792
Haywood,I0040,0,1,4.36,8.84,4.48,2023,38626,173044.48,8,55,60,4,36,38I0040001,41 A,41,4.242,27.051,373,23700.5912424518
Hardin,SR226,0,1,0,2.22,2.22,2023,3887,8629.14,10,65,97,2,1,36SR226001,86,36000086,2.982,1.205,374,11718.2728180604
Hardin,SR226,0,1,2.22,5.91,3.69,2023,5127,18918.63,10,65,97,2,1,36SR226001,93,36000093,2.657,6.763,375,19498.4938629626
Haywood,I0040,0,1,13.32,16.91,3.59,2023,37500,134625,8,50,59,5,36,38I0040001,86 A,86,4.242,27.051,376,18995.0629144887
Johnson,SR159,0,1,0,1.3,1.3,2023,1410,1833,10,65,91,3,6,46SR159001,59 @,10000059,3.398,5.882,377,6980.58676352769
